Recipe,URL,Ingredients,Type
Lentil Salad with Balsamic Vinaigrette recipes,http://www.loveandoliveoil.com/2007/07/lentil-salad-with-balsamic-vinaigrette.html," -inch-thick slice red onion plus  cup chopped red onion fresh parsley sprigs plus  cup chopped fresh parsley fresh parsley sprigs plus  cup chopped fresh parsley garlic cloves, minced cup dried brown lentils tablespoons olive oil tablespoons balsamic vinegar teaspoons Dijon mustard radicchio leaves or  bunch baby spinach",Meat dishes
Spring Fresh Lemon and Parsley Tabouleh,https://food52.com/recipes/11708-spring-fresh-lemon-and-parsley-tabouleh, bunches fresh parsley finely chopped bunch fresh green onions chopped large tomato cubed cucumber cubed cup fresh squeezed lemon juice cup olive oil cup feta crumbles cup bulgur cup boiling water sprig fresh mint finely chopped about  large leaves,Chicken dishes
"Parsley, Pineapple, and Banana Smoothie",https://www.realsimple.com/food-recipes/browse-all-recipes/parsley-pineapple-banana-smoothie, banana cup chopped pineapple cup packed fresh parsley teaspoons flaxseed meal or chia seeds optional,Desserts and other sweets
Parsley Couscous,http://www.cookstr.com/recipes/parsley-couscous, cups chicken or vegetable stock teaspoon salt cup couscous tablespoon butter cup finely chopped fresh parsley,Salads
Grilled Lemon Chicken With Fresh Parsley Sauce,http://www.myrecipes.com/recipe/grilled-lemon-chicken-with-fresh-parsley-sauce,"Chicken: lemon tablespoon extra-virgin olive oil teaspoon salt teaspoon black pepper teaspoon sugar  pounds chicken breast tendersSauce: cup flat-leaf parsley tablespoons extra-virgin olive oil tablespoon chopped shallot about  shallot tablespoon white wine vinegar teaspoon salt teaspoon black pepper tablespoons fresh lemon juiceLemon slices, for garnish",Chicken dishes
Garlic Soup,http://www.lottieanddoof.com/2012/01/garlic-soup/," garlic cloves unpeeled tablespoons olive oil tablespoons  stick butter  cups sliced onions  teaspoons chopped fresh thyme garlic cloves, peeled cups canned low-salt chicken broth** cups filtered water cup whipping cream cup finely grated Parmesan cheese about  ounces lemon wedges",Sauces and sides
Garlic Confit,https://www.epicurious.com/recipes/food/views/garlic-confit-241125," cup olive oil garlic cloves, peeled",Sauces and sides
Garlic Confit,https://www.marthastewart.com/1530992/garlic-confit, large or  small heads garlic thyme sprigsExtra-virgin olive oil,Sauces and sides
Garlic beef,https://www.bbcgoodfood.com/recipes/garlic-beef, tbsp black peppercorn garlic cloves tbsp red wine vinegar piece well-trimmed beef skirt,Sauces and sides
Garlic-Garlic Mashed Potatoes,https://food52.com/recipes/14611-garlic-garlic-mashed-potatoes," pounds Yukon gold potatoes, peeled and cut into -inch pieces tablespoons butter, divided cloves garlic, peeled and finely minced  ounces goat cheese cup finely grated Parmesan cheeseHeavy cream or milk, as neededSalt and pepper to taste cup chopped scallions optional",Salads
Roasted Garlic,http://www.cookstr.com/recipes/roasted-garlic-2, to  ounces peeled and trimmed garlic cloves tablespoons Chili and Garlic Oil,Chicken dishes
Garlic knots…,http://honestcooking.com/garlic-knots/, cup warm water tsp dry active yeast tsp sugar tbsp melted salted butter tbsp olive oil cup all purpose flour keep more handy for dustingFor garlic butter coating- tbsp salted butter- garlic cloves chopped tbsp chopped corianderparsley,Sauces and sides
Roasted Garlic,http://www.latartinegourmande.com/2011/05/17/roasted-spring-garlic/,"Heads of spring garlicOlive OilBread or crackers, to serve",Chicken dishes
Roasted Garlic,https://www.realsimple.com/food-recipes/browse-all-recipes/roasted-garlic, large head garlic tablespoons white wine or vermouth teaspoon chopped fresh thymekosher salt and pepper,Chicken dishes
Roasted Garlic,https://www.menshealth.com/recipes/roasted-garlic, large bulb garlicpinch of salt,Chicken dishes
Herbed Extra-Virgin Olive Oil,http://www.eatingwell.com/recipe/249066/herbed-extra-virgin-olive-oil/," tablespoons fresh chopped herbs, such as thyme, rosemary, marjoram or chives teaspoon kosher salt cup extra-virgin olive oil",Sauces and sides
Crostini with Lump Crab Salad and Extra Virgin Olive Oil,https://www.epicurious.com/recipes/food/views/crostini-with-lump-crab-salad-and-extra-virgin-olive-oil-241046," pound fresh lump crabmeat cup extra virgin olive oil, plus more for drizzling roasted red bell pepper, seeded and diced tablespoon minced fresh chives tablespoon torn fresh basilJuice and grated zest of  lemonKosher salt and cracked black pepper to  slices Rick' Basic Crostini",Sauces and sides
Beet Greens with Lemon Juice and Extra Virgin Olive Oil,http://www.cookstr.com/recipes/beet-greens-with-lemon-juice-and-extra-virgin-olive-oil," bunch beet greens  to  ounces tablespoons extra virgin olive oilKosher salt clove garlic, minced tablespoon fresh lemon juiceFreshly ground black pepper",Desserts and other sweets
Chilled English Pea Soup With Extra-Virgin Olive Oil,http://www.foodandwine.com/recipes/chilled-english-pea-soup-with-extra-virgin-olive-oil," quarts waterSalt pounds fresh peas, shelled  cups shelled cup extra-virgin olive oil, plus more for drizzlingFreshly ground pepper tablespoons unsalted butter tablespoon vegetable oil cup diced crustless day-old country bread -inch dice",Sauces and sides
Extra Virgin Olive Oil Chocolate Chip Cookies,http://www.thedailymeal.com/recipes/extra-virgin-olive-oil-chocolate-chip-cookies-recipe," Cups unbleached all-purpose flour Teaspoon baking soda Cup plus one tablespoon extra virgin olive oil Cup granulated sugar Cup packed dark brown sugar Teaspoon table salt Teaspoons vanilla extract large egg large egg yolk  Cup semisweet chocolate chips Cups chopped pecans or walnuts, toasted optional",Sauces and sides
"Grilled Salmon with Herbs, Dijon, and Extra-Virgin Olive Oil",https://www.menshealth.com/recipes/grilled-salmon-with-herbs-dijon-and-extra-virgin-olive-oil-0," cup extra-virgin olive oil cup chopped fresh basil cup chopped fresh parsley tablespoons lemon juice tablespoon dijon mustard clove garlic, minced teaspoon salt -ounce skinless salmon fillets teaspoon black pepper",Sauces and sides
Herb-Infused Olive Oil,http://www.marthastewart.com/893465/herb-infused-olive-oil, cups extra-virgin olive oil or  sprigs herbs rosemary and thyme,Sauces and sides
Spicy Olive Oil Tortilla Chips,http://honestcooking.com/spicy-olive-oil-tortilla-chips/,  inch whole wheat tortillas serrano pepper cup extra virgin olive oil tsp salt,Sauces and sides
"Bittersweet Chocolate and Coconut Milk Rounds with Extra-Virgin Olive Oil, Rosemary, and Salt",http://www.thedailymeal.com/recipes/bittersweet-chocolate-and-coconut-milk-rounds-extra-virgin-olive-oil-rosemary-and-salt-recipe," cupcake wrappers Pound bittersweet chocolate, chopped Cup coconut milkExtra-virgin olive oil Tablespoon finely chopped rosemaryFleur de sel flaky sea saltFresh sprigs rosemary",Sauces and sides
Olive Oil-Fried Eggs,https://www.marthastewart.com/1531882/olive-oil-fried-eggs,Extra-virgin olive oil large eggsKosher salt and freshly ground pepper,Sauces and sides
Miso Carbonara with Broccoli Rabe and Red-Pepper Flakes,https://www.epicurious.com/recipes/food/views/miso-carbonara-with-broccoli-rabe-and-red-pepper-flakes-51261020," teaspoon kosher salt, plus more for pasta water pound spaghetti pound broccoli rabe, trimmed and cut into -inch pieces pound bacon about  slices, cut crosswise into -inch-thick strips garlic cloves, smashed and peeled teaspoon red-pepper flakes large eggs, plus  large egg yolk  tablespoons white or yellow miso paste teaspoon coarsely ground black pepper, plus more for serving  cups finely grated Parmigiano-Reggiano about  pound, plus more for serving",Sauces and sides
Sauteed Spinach with Garlic and Red-Pepper Flakes,https://www.menshealth.com/recipes/sauteed-spinach-with-garlic-and-red-pepper-flakes-0," cup extra-virgin olive oil cloves garlic, thinly slicedteaspoon crushed red-pepper flakes bags -ounce prewashed spinach teaspoon salt",Sauces and sides
"Spaghetti with Garlic, Olive Oil and Red Pepper Flakes",https://www.foodnetwork.com/recipes/giada-de-laurentiis/spaghetti-with-garlic-olive-oil-and-red-pepper-flakes-recipe-1914199," pound dried spaghetti cup extra-virgin olive oil cloves garlic cloves tablespoon red pepper flakes, plus more if desired cup chopped fresh flat-leaf parsley tablespoon chopped fresh basil leaves tablespoon chopped fresh mint leaves",Sauces and sides
Broccoli with Red Pepper Flakes and Toasted Garlic,http://www.myrecipes.com/recipe/broccoli-with-red-pepper-flakes-toasted-garlic," teaspoons olive oil cups broccoli florets about  head teaspoon kosher salt teaspoon crushed red pepper garlic cloves, thinly sliced cup water",Sauces and sides
Charred Spring Onion and Sesame-Chile Butter recipes,http://www.bonappetit.com/recipe/charred-spring-onion-and-sesame-chile-butter," spring onions tablespoon vegetable oilkosher saltfreshly ground pepper tablespoons shichimi togarashi or  crushed red pepper flakes teaspoon crushed red pepper flakes cup  sticks unsalted butter, room temperature",Chicken dishes
Roasted Red Pepper Sauce,https://www.marthastewart.com/1154832/roasted-red-pepper-sauce," red bell peppers small clove garlic, peeled teaspoon freshly squeezed lemon juice teaspoon cumin teaspoon red-pepper flakes teaspoon salt teaspoon freshly ground black pepper",Chicken dishes
Spanish Roasted Red Pepper Salad with Garlic and Olive Oil,http://www.frenchrevolutionfood.com/2012/03/tapas-perfect-spanish-roasted-red-pepper-salad-with-garlic-and-olive-oil/," tablespoons olive oil large cloves garlic, very thinly slicedSea saltPinch of red pepper flakes large roasted bell peppers, from  jar",Chicken dishes
Jeffrey's Hot Chile Oil,https://www.marthastewart.com/355855/jeffreys-hot-chile-oil, cup peanut or vegetable oil tablespoons crushed red-pepper flakes,Sauces and sides
Charred Spring Onion and Sesame-Chile Butter,https://www.epicurious.com/recipes/food/views/charred-spring-onion-and-sesame-chile-butter," spring onions tablespoon vegetable oilKosher salt, freshly ground pepper tablespoons shichimi togarashi or  tablespoon crushed red pepper flakes teaspoon crushed red pepper flakes cup  sticks unsalted butter, room temperature",Chicken dishes
Red Pepper Relish,http://www.delish.com/cooking/recipe-ideas/recipes/a33861/red-pepper-relish-recipe-122268/," red bell peppers, cored large onion . each sugar and cider vinegar tsp. salt tsp. crushed red pepper flakes",Chicken dishes
Scotch Broth,http://www.seriouseats.com/recipes/2013/01/scotch-broth-recipe.html," pound lamb shanks about  medium shanksKosher salt and freshly ground black pepper tablespoons vegetable oil bay leaves medium cloves garlic medium onion, finely chopped about  cup cups homemade or store-bought low sodium chicken broth medium carrots, finely diced about   cups medium parsnip, finely diced about  cup medium russet potato, finely diced about   cups cup pearl barley tablespoons finely chopped fresh parsley leaves",Sauces and sides
Tortellini in Broth with Escarole recipes,http://www.marthastewart.com/338801/tortellini-in-broth-with-escarole," cans   ounces each reduced-sodium chicken broth dried bay leaf small head escarole, trimmed and cut into  -inch pieces pound cheese tortellinicoarse saltground pepper",Sauces and sides
Garlic Broth,https://www.epicurious.com/recipes/food/views/garlic-herb-broth," heads of garlic Tbsp. extra-virgin olive oil, plus more for drizzling handful of herbs such as parsley, cilantro, andor sageKosher salt, freshly ground pepper",Sauces and sides
Asian Mushroom Broth,http://www.cookstr.com/recipes/asian-mushroom-broth," teaspoons olive oil small onion, minced clove garlic, mincedOne -ounce carton low-sodium vegetable broth plus  cups water, or  cups water with  vegetable bouillon cubes to  dried shiitake mushrooms to  tablespoons reduced-sodium soy sauce, to taste",Sauces and sides
Homemade Broth,http://honestcooking.com/homemade-broth-recipe/," lb dark chicken meat or  lb beef with bones large onion, coarsely sliced celery rib, coarsely sliced large carrot, coarsely sliced medium garlic small ginger,  inches, sliced bay leaves- peppercorns quarts waterSalt, to taste",Sauces and sides
Littleneck Clams in a Citrusy Thai Broth,https://food52.com/recipes/32204-littleneck-clams-in-a-citrusy-thai-broth,". pounds littleneck clams ounces vegetable broth. cups plain coconut broth or  cup coconut cream bunch scallions sprigs fresh basil small mandarin oranges small yellow onion cloves garlic teaspoon freshly grated ginger teaspoon turmeric tablespoon freeze dried jalapeño or  small handful fresh slices, seeds removed teaspoon dried lemongrass dried lime leaves tablespoon honey tablespoons coconut oil",Sauces and sides
Bouillabaisse Broth,http://www.myrecipes.com/recipe/bouillabaisse-broth," teaspoon olive oil cup chopped onion cup chopped fennel peeled, pressed cloves garlic cups fat-skimmed chicken broth cup dry white wine tablespoon tomato paste teaspoon dried thyme teaspoon powdered saffron or  teaspoon ground turmeric",Sauces and sides
Broth with Diamond-Shaped Crepes (Mariola),http://www.eatingwell.com/recipe/247609/broth-with-diamond-shaped-crepes-mariola/," large egg large egg whites tablespoons nonfat milk tablespoons chopped fresh parsley teaspoon dried marjoram teaspoon salt tablespoons fine dry unseasoned breadcrumbs cups reduced-sodium beef broth, or chicken brothFreshly ground pepper, to taste cup freshly grated Romano cheese,  ounces optional",Sauces and sides
Pork Medallions in Sage Broth,https://www.menshealth.com/recipes/pork-medallions-in-sage-broth," pound pork tenderloin tablespoon olive oil cup fat-free chicken broth teaspoon dried sage, crumbled",Sauces and sides
Chicken Broth Dog Biscuit,http://www.thedailymeal.com/recipes/chicken-broth-dog-biscuit-recipe," Cup whole wheat flour Cup cornmeal Tablespoon canola oil Cup low-sodium chicken broth egg Cup milk, low-fat or fat-free egg, beaten for egg wash",Chicken dishes
Creme Fraiche Mousse,https://www.marthastewart.com/1151818/creme-fraiche-mousse, cups creme fraiche cup confectioners sugar teaspoons unflavored gelatin,Sauces and sides
